,index,case,event,journey_id,random_distributed_time,new_trace,last_trace,delay,random_distributed_time_delay,timestamp,time_diff
139,139,25,E,0,1.3169371326224026,False,False,0.0,1.3169371326224026,49.69150493576377,0.5901245377120432
140,140,25,A,0,0.5901245377120422,False,False,0.0,0.5901245377120422,50.28162947347581,0.22885900531024816
141,141,25,D,0,0.228859005310248,False,False,0.0,0.228859005310248,50.51048847878606,3.304507949495388
142,142,25,B,0,3.3045079494953864,False,True,0.0,3.3045079494953864,53.81499642828145,3.907860696859885
216,216,42,B,0,1.907860696859888,True,False,2.0,3.907860696859888,57.72285712514133,2.335773810020889
217,217,42,D,0,2.335773810020886,False,False,0.0,2.335773810020886,60.05863093516222,0.30465327421047306
218,218,42,B,0,0.3046532742104706,False,True,0.0,0.3046532742104706,60.363284209372694,2.1117750671326476
301,301,55,A,0,0.11177506713264501,True,False,2.0,2.111775067132645,62.47505927650534,1.9078684952741227
302,302,55,F,0,1.9078684952741236,False,False,0.0,1.9078684952741236,64.38292777177946,0.7946989960658328
303,303,55,F,0,0.7946989960658389,False,False,0.0,0.7946989960658389,65.1776267678453,0.4519496941447443
304,304,55,D,0,0.45194969414474984,False,False,0.0,0.45194969414474984,65.62957646199004,0.10639454226443945
305,305,55,D,0,0.10639454226443802,False,False,0.0,0.10639454226443802,65.73597100425448,0.5226319928755316
306,306,55,E,0,0.5226319928755346,False,False,0.0,0.5226319928755346,66.25860299713001,1.03630578462419
307,307,55,A,0,1.0363057846241872,False,False,0.0,1.0363057846241872,67.2949087817542,2.718668358091577
308,308,55,B,0,2.718668358091572,False,False,0.0,2.718668358091572,70.01357713984578,0.7433682934787669
309,309,55,C,0,0.7433682934787696,False,False,0.0,0.7433682934787696,70.75694543332455,0.011039926551291046
310,310,55,F,0,0.011039926551286059,False,True,0.0,0.011039926551286059,70.76798535987584,2.4318910721009956
319,319,58,D,0,0.43189107210099464,True,False,2.0,2.4318910721009948,73.19987643197683,0.2930020260572803
320,320,58,E,0,0.2930020260572769,False,False,0.0,0.2930020260572769,73.49287845803411,0.679503413179745
321,321,58,A,0,0.6795034131797428,False,False,0.0,0.6795034131797428,74.17238187121386,2.0570335265878725
322,322,58,D,0,2.057033526587874,False,False,0.0,2.057033526587874,76.22941539780173,1.020452553771861
323,323,58,B,0,1.0204525537718674,False,True,0.0,1.0204525537718674,77.24986795157359,3.2141868750795055
341,341,63,B,0,1.2141868750795028,True,False,2.0,3.214186875079503,80.4640548266531,0.49923892323461416
342,342,63,D,0,0.4992389232346141,False,False,0.0,0.4992389232346141,80.96329374988771,0.19787304772647474
343,343,63,B,0,0.197873047726479,False,True,0.0,0.197873047726479,81.16116679761419,2.914756006250201
396,396,72,A,0,0.9147560062501998,True,False,2.0,2.9147560062502,84.07592280386439,0.1535191554329316
397,397,72,F,0,0.15351915543292716,False,False,0.0,0.15351915543292716,84.22944195929732,0.1156722588854393
398,398,72,F,0,0.11567225888544551,False,False,0.0,0.11567225888544551,84.34511421818276,1.3066409513866262
399,399,72,D,0,1.306640951386627,False,False,0.0,1.306640951386627,85.65175516956938,0.13042174818384922
400,400,72,D,0,0.13042174818384467,False,False,0.0,0.13042174818384467,85.78217691775323,2.9832700753509585
401,401,72,B,0,2.9832700753509536,False,False,0.0,2.9832700753509536,88.76544699310419,1.5694661182645433
402,402,72,E,0,1.5694661182645455,False,False,0.0,1.5694661182645455,90.33491311136873,0.4643121066135478
403,403,72,C,0,0.46431210661355277,False,False,0.0,0.46431210661355277,90.79922521798228,2.026202149907931
404,404,72,A,0,2.026202149907937,False,False,0.0,2.026202149907937,92.82542736789021,0.19598285373481872
405,405,72,F,0,0.1959828537348161,False,True,0.0,0.1959828537348161,93.02141022162503,3.323515236848621
466,466,82,B,0,1.3235152368486258,True,False,2.0,3.3235152368486256,96.34492545847365,0.543992318486076
467,467,82,D,0,0.5439923184860818,False,False,0.0,0.5439923184860818,96.88891777695973,1.5217180211591312
468,468,82,B,0,1.5217180211591286,False,True,0.0,1.5217180211591286,98.41063579811886,3.276305170819583
474,474,84,D,0,1.2763051708195758,True,False,2.0,3.276305170819576,101.68694096893844,2.3709278121187083
475,475,84,C,0,2.370927812118714,False,False,0.0,2.370927812118714,104.05786878105715,0.2948020815294967
476,476,84,A,0,0.294802081529491,False,False,0.0,0.294802081529491,104.35267086258665,0.17701288270266957
477,477,84,F,0,0.17701288270266752,False,True,0.0,0.17701288270266752,104.52968374528932,4.645526102275511
547,547,95,B,0,2.6455261022755168,True,False,2.0,4.645526102275516,109.17520984756483,1.111703019982329
548,548,95,D,0,1.1117030199823326,False,False,0.0,1.1117030199823326,110.28691286754716,0.3897769294772644
549,549,95,B,0,0.38977692947726317,False,True,0.0,0.38977692947726317,110.67668979702442,4.49552633430163
563,563,98,D,0,2.495526334301625,True,False,2.0,4.4955263343016245,115.17221613132605,0.7607678884235014
564,564,98,A,0,0.7607678884234946,False,False,0.0,0.7607678884234946,115.93298401974955,0.39635884641724317
565,565,98,F,0,0.39635884641724173,False,False,0.0,0.39635884641724173,116.3293428661668,0.16210970872757002
566,566,98,A,0,0.1621097087275725,False,False,0.0,0.1621097087275725,116.49145257489437,0.899892335569163
567,567,98,F,0,0.8998923355691574,False,False,0.0,0.8998923355691574,117.39134491046353,1.1955161863461683
568,568,98,A,0,1.1955161863461723,False,False,0.0,1.1955161863461723,118.5868610968097,1.5187054854250874
569,569,98,F,0,1.5187054854250936,False,True,0.0,1.5187054854250936,120.10556658223479,2.2062794693923706
674,674,115,D,0,0.20627946939237662,True,False,2.0,2.206279469392377,122.31184605162716,0.56667122030467
675,675,115,E,0,0.566671220304671,False,False,0.0,0.566671220304671,122.87851727193183,0.03328840499877117
676,676,115,A,0,0.03328840499877691,False,False,0.0,0.03328840499877691,122.9118056769306,0.9645817363248597
677,677,115,D,0,0.9645817363248588,False,False,0.0,0.9645817363248588,123.87638741325546,0.1385733801786273
678,678,115,B,0,0.13857338017862703,False,True,0.0,0.13857338017862703,124.01496079343408,2.1209734272839142
679,679,116,D,0,0.12097342728391226,True,False,2.0,2.1209734272839125,126.135934220718,1.0822948450205985
680,680,116,E,0,1.0822948450206047,False,False,0.0,1.0822948450206047,127.2182290657386,1.1163431403858226
681,681,116,A,0,1.1163431403858304,False,False,0.0,1.1163431403858304,128.33457220612442,0.42082368232070166
682,682,116,D,0,0.420823682320709,False,False,0.0,0.420823682320709,128.75539588844512,0.2668566641480652
683,683,116,B,0,0.26685666414807646,False,True,0.0,0.26685666414807646,129.0222525525932,4.929024905101841
843,843,142,D,0,2.9290249051018407,True,False,2.0,4.929024905101841,133.95127745769503,1.1370524330877743
844,844,142,E,0,1.1370524330877712,False,False,0.0,1.1370524330877712,135.0883298907828,0.14519621500542712
845,845,142,A,0,0.14519621500543414,False,False,0.0,0.14519621500543414,135.23352610578823,0.12858431124394087
846,846,142,D,0,0.1285843112439526,False,False,0.0,0.1285843112439526,135.36211041703217,1.4063634131651952
847,847,142,B,0,1.4063634131652074,False,True,0.0,1.4063634131652074,136.76847383019737,2.580164469906549
863,863,145,B,0,0.5801644699065406,True,False,2.0,2.5801644699065407,139.34863830010391,0.953418470083875
864,864,145,D,0,0.953418470083864,False,False,0.0,0.953418470083864,140.3020567701878,0.35542678428797103
865,865,145,B,0,0.3554267842879595,False,True,0.0,0.3554267842879595,140.65748355447576,3.374032935584296
869,869,147,B,0,1.374032935584298,True,False,2.0,3.3740329355842977,144.03151649006006,1.4493969099417825
870,870,147,D,0,1.4493969099417843,False,False,0.0,1.4493969099417843,145.48091340000184,0.8784701879613408
871,871,147,B,0,0.8784701879613425,False,True,0.0,0.8784701879613425,146.35938358796318,2.7834193382832666
901,901,153,A,0,0.7834193382832634,True,False,2.0,2.7834193382832635,149.14280292624645,1.3089772162165332
902,902,153,F,0,1.3089772162165252,False,False,0.0,1.3089772162165252,150.45178014246298,0.5514451751252238
903,903,153,F,0,0.5514451751252311,False,False,0.0,0.5514451751252311,151.0032253175882,2.3305629188635635
904,904,153,D,0,2.330562918863556,False,False,0.0,2.330562918863556,153.33378823645177,0.5817450326409812
905,905,153,D,0,0.5817450326409798,False,False,0.0,0.5817450326409798,153.91553326909275,0.3359145263015364
906,906,153,B,0,0.3359145263015479,False,False,0.0,0.3359145263015479,154.25144779539428,0.331530152377411
907,907,153,E,0,0.33153015237741723,False,False,0.0,0.33153015237741723,154.5829779477717,0.25880640044005077
908,908,153,A,0,0.2588064004400419,False,False,0.0,0.2588064004400419,154.84178434821175,0.8601808051040223
909,909,153,C,0,0.8601808051040314,False,False,0.0,0.8601808051040314,155.70196515331577,0.9315414744209818
910,910,153,F,0,0.9315414744209904,False,True,0.0,0.9315414744209904,156.63350662773675,2.5516980633524327
1089,1089,181,D,0,0.5516980633524199,True,False,2.0,2.5516980633524198,159.18520469108918,0.730059568027599
1090,1090,181,A,0,0.730059568027591,False,False,0.0,0.730059568027591,159.91526425911678,0.8126067738022869
1091,1091,181,F,0,0.8126067738022914,False,False,0.0,0.8126067738022914,160.72787103291907,0.839454872001312
1092,1092,181,A,0,0.8394548720013187,False,False,0.0,0.8394548720013187,161.56732590492038,0.02431828078874787
1093,1093,181,F,0,0.024318280788753387,False,False,0.0,0.024318280788753387,161.59164418570913,1.69348344778291
1094,1094,181,A,0,1.693483447782919,False,False,0.0,1.693483447782919,163.28512763349204,0.447789869928954
1095,1095,181,F,0,0.4477898699289475,False,False,0.0,0.4477898699289475,163.732917503421,0.01684713628105783
1096,1096,181,A,0,0.016847136281050626,False,False,0.0,0.016847136281050626,163.74976463970205,0.7244245485271961
1097,1097,181,F,0,0.7244245485271865,False,True,0.0,0.7244245485271865,164.47418918822925,2.7155494782591063
1125,1125,186,B,0,0.7155494782591068,True,False,2.0,2.7155494782591068,167.18973866648835,3.6579677649072266
1126,1126,186,D,0,3.657967764907232,False,False,0.0,3.657967764907232,170.84770643139558,3.7003087169499054
1127,1127,186,B,0,3.700308716949909,False,True,0.0,3.700308716949909,174.54801514834548,2.450863639410727
1162,1162,193,D,0,0.450863639410739,True,False,2.0,2.450863639410739,176.9988787877562,0.7563559958011581
1163,1163,193,C,0,0.756355995801145,False,False,0.0,0.756355995801145,177.75523478355737,1.2346587579546622
1164,1164,193,A,0,1.2346587579546695,False,False,0.0,1.2346587579546695,178.98989354151203,0.04463984684738875
1165,1165,193,F,0,0.04463984684738546,False,False,0.0,0.04463984684738546,179.03453338835942,0.8989703548190846
1166,1166,193,A,0,0.8989703548190743,False,False,0.0,0.8989703548190743,179.9335037431785,1.8547964840642521
1167,1167,193,F,0,1.854796484064246,False,True,0.0,1.854796484064246,181.78830022724276,2.7779182335550274
1223,1223,202,F,0,0.7779182335550172,True,False,2.0,2.777918233555017,184.56621846079778,2.968893234178182
1224,1224,202,A,0,2.9688932341781706,False,False,0.0,2.9688932341781706,187.53511169497597,0.2385256706359371
1225,1225,202,F,0,0.23852567063593136,False,False,0.0,0.23852567063593136,187.7736373656119,0.35977928675728776
1226,1226,202,D,0,0.35977928675729,False,False,0.0,0.35977928675729,188.1334166523692,1.0487355897387545
1227,1227,202,D,0,1.0487355897387511,False,False,0.0,1.0487355897387511,189.18215224210795,1.1446003614306903
1228,1228,202,B,0,1.1446003614306812,False,False,0.0,1.1446003614306812,190.32675260353864,1.1314794391471708
1229,1229,202,C,0,1.1314794391471628,False,False,0.0,1.1314794391471628,191.4582320426858,4.711682684818783
1230,1230,202,E,0,4.711682684818789,False,False,0.0,4.711682684818789,196.1699147275046,0.7784438698238887
1231,1231,202,A,0,0.7784438698238949,False,False,0.0,0.7784438698238949,196.94835859732848,0.43112658382872837
1232,1232,202,F,0,0.43112658382872915,False,True,0.0,0.43112658382872915,197.3794851811572,2.6459712334668666
1371,1371,227,D,0,0.645971233466854,True,False,2.0,2.645971233466854,200.02545641462407,0.5177952325473143
1372,1372,227,E,0,0.5177952325473233,False,False,0.0,0.5177952325473233,200.5432516471714,0.23032437150069995
1373,1373,227,A,0,0.23032437150069127,False,False,0.0,0.23032437150069127,200.7735760186721,0.07549206186328661
1374,1374,227,D,0,0.07549206186329033,False,False,0.0,0.07549206186329033,200.84906808053537,0.029751767811433183
1375,1375,227,B,0,0.029751767811441957,False,True,0.0,0.029751767811441957,200.8788198483468,5.104684213447058
1450,1450,243,D,0,3.104684213447065,True,False,2.0,5.104684213447065,205.98350406179387,0.7400388768493258
1451,1451,243,A,0,0.7400388768493161,False,False,0.0,0.7400388768493161,206.7235429386432,0.09375910308799007
1452,1452,243,F,0,0.09375910308800207,False,True,0.0,0.09375910308800207,206.81730204173118,2.2770393719829656
1540,1540,258,F,0,0.27703937198297934,True,False,2.0,2.2770393719829793,209.09434141371415,1.1807012326729307
1541,1541,258,A,0,1.1807012326729287,False,False,0.0,1.1807012326729287,210.27504264638708,0.05682695099756074
1542,1542,258,D,0,0.0568269509975468,False,False,0.0,0.0568269509975468,210.33186959738464,0.7105392070382948
1543,1543,258,F,0,0.7105392070382928,False,False,0.0,0.7105392070382928,211.04240880442293,2.5486229758951993
1544,1544,258,D,0,2.548622975895192,False,False,0.0,2.548622975895192,213.59103178031813,1.1802748778474381
1545,1545,258,B,0,1.1802748778474361,False,False,0.0,1.1802748778474361,214.77130665816557,1.3874450313573448
1546,1546,258,C,0,1.3874450313573436,False,False,0.0,1.3874450313573436,216.15875168952292,0.4462761847334491
1547,1547,258,E,0,0.44627618473344566,False,False,0.0,0.44627618473344566,216.60502787425636,0.6577735910862259
1548,1548,258,A,0,0.6577735910862278,False,False,0.0,0.6577735910862278,217.2628014653426,2.4657636009640385
1549,1549,258,F,0,2.465763600964051,False,True,0.0,2.465763600964051,219.72856506630663,5.526617863302874
1581,1581,265,B,0,3.5266178633028797,True,False,2.0,5.52661786330288,225.2551829296095,0.15630716097260233
1582,1582,265,D,0,0.1563071609725979,False,False,0.0,0.1563071609725979,225.4114900905821,0.25935950160371135
1583,1583,265,B,0,0.25935950160372195,False,True,0.0,0.25935950160372195,225.67084959218582,3.4809003375880536
1631,1631,273,B,0,1.480900337588047,True,False,2.0,3.480900337588047,229.15174992977387,3.617466692615295
1632,1632,273,D,0,3.6174666926153014,False,False,0.0,3.6174666926153014,232.76921662238917,1.5276971396136503
1633,1633,273,B,0,1.5276971396136374,False,True,0.0,1.5276971396136374,234.29691376200282,2.2434710535073634
1757,1757,296,D,0,0.2434710535073693,True,False,2.0,2.243471053507369,236.54038481551018,0.4729551025372132
1758,1758,296,E,0,0.47295510253720285,False,False,0.0,0.47295510253720285,237.0133399180474,0.09373375948709395
1759,1759,296,A,0,0.09373375948709821,False,False,0.0,0.09373375948709821,237.1070736775345,0.26990838237057346
1760,1760,296,D,0,0.269908382370584,False,False,0.0,0.269908382370584,237.37698205990506,0.23082348810453368
1761,1761,296,B,0,0.23082348810452624,False,True,0.0,0.23082348810452624,237.6078055480096,2.4122377317557095
1808,1808,305,D,0,0.41223773175571454,True,False,2.0,2.4122377317557144,240.0200432797653,0.362399045546681
1809,1809,305,E,0,0.3623990455466717,False,False,0.0,0.3623990455466717,240.38244232531198,0.34275417962808774
1810,1810,305,A,0,0.34275417962809834,False,False,0.0,0.34275417962809834,240.72519650494007,0.7934393917625471
1811,1811,305,D,0,0.7934393917625501,False,False,0.0,0.7934393917625501,241.51863589670262,0.39640681726814364
1812,1812,305,B,0,0.39640681726813753,False,True,0.0,0.39640681726813753,241.91504271397076,2.806298186840081
1858,1858,312,B,0,0.8062981868400905,True,False,2.0,2.8062981868400905,244.72134090081084,2.907036413969479
1859,1859,312,D,0,2.9070364139694855,False,False,0.0,2.9070364139694855,247.62837731478032,0.3678124959757554
1860,1860,312,B,0,0.3678124959757452,False,True,0.0,0.3678124959757452,247.99618981075608,3.484523442319613
1967,1967,330,D,0,1.484523442319612,True,False,2.0,3.4845234423196123,251.4807132530757,0.05220030795544517
1968,1968,330,E,0,0.05220030795544832,False,False,0.0,0.05220030795544832,251.53291356103114,2.62631979552512
1969,1969,330,A,0,2.626319795525117,False,False,0.0,2.626319795525117,254.15923335655626,0.6982695675586683
1970,1970,330,D,0,0.6982695675586668,False,False,0.0,0.6982695675586668,254.85750292411493,0.05796292659408664
1971,1971,330,B,0,0.057962926594098844,False,True,0.0,0.057962926594098844,254.915465850709,2.2677921479827035
1972,1972,331,D,0,0.2677921479826906,True,False,2.0,2.2677921479826906,257.1832579986917,1.01769790464283
1973,1973,331,A,0,1.0176979046428127,False,False,0.0,1.0176979046428127,258.20095590333455,1.7529052892526806
1974,1974,331,F,0,1.752905289252683,False,False,0.0,1.752905289252683,259.9538611925872,0.005040704075440772
1975,1975,331,A,0,0.005040704075428476,False,False,0.0,0.005040704075428476,259.95890189666267,0.8045462811534208
1976,1976,331,F,0,0.8045462811534037,False,True,0.0,0.8045462811534037,260.7634481778161,2.3098570285670235
2154,2154,363,B,0,0.309857028567034,True,False,2.0,2.309857028567034,263.0733052063831,0.42275997057805625
2155,2155,363,D,0,0.42275997057806114,False,False,0.0,0.42275997057806114,263.49606517696117,0.11050763511576633
2156,2156,363,B,0,0.11050763511577252,False,True,0.0,0.11050763511577252,263.60657281207693,3.4661484319103693
2204,2204,372,D,0,1.4661484319103422,True,False,2.0,3.466148431910342,267.0727212439873,0.3955243362173064
2205,2205,372,E,0,0.3955243362172885,False,False,0.0,0.3955243362172885,267.4682455802046,0.9075705372006837
2206,2206,372,A,0,0.9075705372006753,False,False,0.0,0.9075705372006753,268.3758161174053,1.0631984356621729
2207,2207,372,D,0,1.0631984356621453,False,False,0.0,1.0631984356621453,269.43901455306747,0.16859482019754068
2208,2208,372,B,0,0.16859482019752775,False,True,0.0,0.16859482019752775,269.607609373265,3.4007263891765547
2234,2234,376,A,0,1.4007263891765593,True,False,2.0,3.400726389176559,273.00833576244156,1.458617584297997
2235,2235,376,F,0,1.4586175842980138,False,False,0.0,1.4586175842980138,274.46695334673956,0.16807321027090438
2236,2236,376,F,0,0.16807321027091568,False,False,0.0,0.16807321027091568,274.63502655701046,0.10770317428313092
2237,2237,376,D,0,0.10770317428315077,False,False,0.0,0.10770317428315077,274.7427297312936,1.2377221545542056
2238,2238,376,D,0,1.23772215455418,False,False,0.0,1.23772215455418,275.9804518858478,0.514719766933581
2239,2239,376,E,0,0.5147197669335798,False,False,0.0,0.5147197669335798,276.4951716527814,1.4555950109504465
2240,2240,376,A,0,1.4555950109504308,False,False,0.0,1.4555950109504308,277.9507666637318,0.4968358174850209
2241,2241,376,B,0,0.49683581748501376,False,False,0.0,0.49683581748501376,278.44760248121685,2.154015638577903
2242,2242,376,C,0,2.1540156385779072,False,False,0.0,2.1540156385779072,280.60161811979475,0.2161044000377501
2243,2243,376,F,0,0.2161044000377569,False,True,0.0,0.2161044000377569,280.8177225198325,3.125332461906453
2303,2303,387,D,0,1.125332461906443,True,False,2.0,3.125332461906443,283.94305498173895,0.15642508365658614
2304,2304,387,C,0,0.15642508365659397,False,False,0.0,0.15642508365659397,284.09948006539554,0.3919355022769082
2305,2305,387,A,0,0.3919355022769334,False,False,0.0,0.3919355022769334,284.49141556767245,0.987378558612761
2306,2306,387,F,0,0.9873785586127443,False,False,0.0,0.9873785586127443,285.4787941262852,0.8607092801165663
2307,2307,387,A,0,0.8607092801165855,False,False,0.0,0.8607092801165855,286.3395034064018,0.20041190822053068
2308,2308,387,F,0,0.20041190822053542,False,True,0.0,0.20041190822053542,286.5399153146223,4.434281850968944
2337,2337,392,D,0,2.434281850968936,True,False,2.0,4.434281850968937,290.97419716559125,1.0992848138399154
2338,2338,392,C,0,1.0992848138399376,False,False,0.0,1.0992848138399376,292.07348197943116,1.4535868102747145
2339,2339,392,A,0,1.4535868102747302,False,False,0.0,1.4535868102747302,293.5270687897059,0.13153690102205928
2340,2340,392,F,0,0.1315369010220398,False,True,0.0,0.1315369010220398,293.65860569072794,2.007193747143674
2395,2395,400,B,0,0.007193747143680305,True,False,2.0,2.0071937471436803,295.6657994378716,2.41322341701283
2396,2396,400,D,0,2.4132234170128033,False,False,0.0,2.4132234170128033,298.07902285488444,0.13720073350827988
2397,2397,400,B,0,0.1372007335083049,False,True,0.0,0.1372007335083049,298.2162235883927,2.487883448624075
2441,2441,407,F,0,0.48788344862409727,True,False,2.0,2.487883448624097,300.7041070370168,0.6418208037027284
2442,2442,407,A,0,0.6418208037027046,False,False,0.0,0.6418208037027046,301.3459278407195,0.6701688231423759
2443,2443,407,D,0,0.6701688231423488,False,False,0.0,0.6701688231423488,302.0160966638619,1.8539224920390893
2444,2444,407,F,0,1.853922492039117,False,False,0.0,1.853922492039117,303.870019155901,0.014001991838881622
2445,2445,407,D,0,0.014001991838877126,False,False,0.0,0.014001991838877126,303.8840211477399,2.1439256828155635
2446,2446,407,E,0,2.1439256828155635,False,False,0.0,2.1439256828155635,306.02794683055544,3.255183803604382
2447,2447,407,A,0,3.2551838036044054,False,False,0.0,3.2551838036044054,309.2831306341598,1.506466636962159
2448,2448,407,B,0,1.506466636962138,False,False,0.0,1.506466636962138,310.789597271122,4.002010076490251
2449,2449,407,C,0,4.002010076490261,False,False,0.0,4.002010076490261,314.7916073476122,0.5146008209277397
2450,2450,407,F,0,0.5146008209277202,False,True,0.0,0.5146008209277202,315.30620816853997,2.2890732642222815
2454,2454,409,B,0,0.2890732642223029,True,False,2.0,2.289073264222303,317.59528143276225,0.7264462860302388
2455,2455,409,D,0,0.7264462860302227,False,False,0.0,0.7264462860302227,318.3217277187925,1.83243664753536
2456,2456,409,B,0,1.8324366475353437,False,True,0.0,1.8324366475353437,320.15416436632785,2.6466034206168274
2508,2508,417,B,0,0.6466034206168054,True,False,2.0,2.646603420616805,322.8007677869447,0.45523277960364794
2509,2509,417,D,0,0.45523277960363306,False,False,0.0,0.45523277960363306,323.2560005665483,0.05362493895569287
2510,2510,417,B,0,0.053624938955683835,False,True,0.0,0.053624938955683835,323.309625505504,4.37053081375808
2547,2547,425,F,0,2.3705308137580876,True,False,2.0,4.370530813758087,327.6801563192621,0.5652431060102572
2548,2548,425,D,0,0.5652431060102563,False,False,0.0,0.5652431060102563,328.24539942527235,0.8367053223873882
2549,2549,425,A,0,0.8367053223873977,False,False,0.0,0.8367053223873977,329.08210474765974,1.7573771337485482
2550,2550,425,F,0,1.7573771337485349,False,False,0.0,1.7573771337485349,330.8394818814083,1.6992864020935485
2551,2551,425,D,0,1.6992864020935332,False,False,0.0,1.6992864020935332,332.53876828350184,0.18742026434080117
2552,2552,425,B,0,0.18742026434080492,False,False,0.0,0.18742026434080492,332.72618854784264,0.9507897206915459
2553,2553,425,E,0,0.9507897206915312,False,False,0.0,0.9507897206915312,333.6769782685342,0.3106061677917751
2554,2554,425,C,0,0.31060616779179906,False,False,0.0,0.31060616779179906,333.98758443632596,2.561282812728166
2555,2555,425,A,0,2.5612828127281877,False,False,0.0,2.5612828127281877,336.5488672490541,0.11629020730453021
2556,2556,425,F,0,0.11629020730451216,False,True,0.0,0.11629020730451216,336.66515745635866,2.543341666236131
2585,2585,432,D,0,0.5433416662361171,True,False,2.0,2.5433416662361172,339.2084991225948,1.4630609426742467
2586,2586,432,A,0,1.4630609426742474,False,False,0.0,1.4630609426742474,340.67156006526903,0.7293471931859585
2587,2587,432,F,0,0.7293471931859713,False,False,0.0,0.7293471931859713,341.400907258455,0.27159701744500353
2588,2588,432,A,0,0.2715970174449822,False,False,0.0,0.2715970174449822,341.6725042759,1.5489144034332298
2589,2589,432,F,0,1.5489144034332298,False,False,0.0,1.5489144034332298,343.2214186793332,0.30925032905173566
2590,2590,432,A,0,0.30925032905171773,False,False,0.0,0.30925032905171773,343.53066900838496,0.1911235553072288
2591,2591,432,F,0,0.19112355530720926,False,True,0.0,0.19112355530720926,343.7217925636922,2.002013550832487
2600,2600,435,A,0,0.002013550832492197,True,False,2.0,2.0020135508324923,345.7238061145247,0.5444601390211687
2601,2601,435,F,0,0.544460139021197,False,False,0.0,0.544460139021197,346.26826625354585,1.4500294671155984
2602,2602,435,F,0,1.4500294671156135,False,False,0.0,1.4500294671156135,347.71829572066144,0.0886575446654092
2603,2603,435,D,0,0.08865754466538718,False,False,0.0,0.08865754466538718,347.80695326532685,0.9291152805458296
2604,2604,435,D,0,0.9291152805458326,False,False,0.0,0.9291152805458326,348.7360685458727,2.2061803352564766
2605,2605,435,B,0,2.2061803352564873,False,False,0.0,2.2061803352564873,350.94224888112916,0.5326205241997855
