level_0,Unnamed: 0,index,case,event,journey_id,random_distributed_time,new_trace,delay,random_distributed_time_delay,timestamp,time_diff,new_guess_col,TAP,TOK_TAP,TOK_TAP_is_cut,TOK_MPTAP_is_cut,TOK_MPTAP,TAP_is_cut,TAP_discovered_case,next_activity,pair,MPTAP,MPTAP_is_cut,MPTAP_discovered_case
16,105,105,18,C,0,2.267510711981935,False,0.0,2.267510711981935,27.137224250735432,2.7943419289651708,False,2.7943419289651708,0.6396214723575273,True,True,1.1816459564186519,True,5.0,E,C_E,0.8570236659249916,False,4.0
17,106,106,18,E,0,2.794341928965171,False,0.0,2.794341928965171,29.931566179700603,0.8320150728714246,False,0.8320150728714246,-1.3751571199283297,False,False,-0.9678278828754459,False,6.0,A,E_A,1.0515877553114021,False,4.0
18,107,107,18,A,0,0.8320150728714252,False,0.0,0.8320150728714252,30.763581252572028,1.1846188583622317,False,1.1846188583622317,-0.9914982657286899,False,False,-0.6194139458664989,False,6.0,F,A_F,1.0032131908688748,False,4.0
19,108,108,18,F,0,1.1846188583622328,False,0.0,1.1846188583622328,31.94820011093426,2.498052059501525,True,2.498052059501525,0.3469752555943457,True,True,0.0713686070320918,True,6.0,F,F_F,1.2497975088439053,False,4.0
20,122,122,22,F,0,1.498052059501528,True,1.0,2.498052059501528,34.446252170435784,0.1928655973869268,False,0.1928655973869268,-1.9852710637920112,False,False,-1.5747563555052895,False,7.0,A,F_A,1.1660669327031683,False,4.0
21,123,123,22,A,0,0.1928655973869278,False,0.0,0.1928655973869278,34.63911776782271,0.7651856030764179,False,0.7651856030764179,-1.3908602784429158,False,False,-0.9925984519668822,False,7.0,D,A_D,0.902478125896434,False,4.0
22,124,124,22,D,0,0.7651856030764203,False,0.0,0.7651856030764203,35.40430337089913,0.6378164063513054,False,0.6378164063513054,-1.4937580156381611,False,False,-0.7939357421106927,False,7.0,F,D_F,0.9937878651378971,False,4.0
23,125,125,22,F,0,0.6378164063513037,False,0.0,0.6378164063513037,36.042119777250434,1.161614216237837,False,1.161614216237837,-0.9472397477530972,False,False,-0.43129313420882553,False,7.0,D,F_D,1.4835675561046475,True,4.0
24,126,126,22,D,0,1.161614216237837,False,0.0,1.161614216237837,37.20373399348827,0.6814642149533725,False,0.6814642149533725,-1.408538617767796,False,False,-1.0246762296324639,False,7.0,E,D_E,0.847124683591519,False,5.0
25,127,127,22,E,0,0.6814642149533755,False,0.0,0.6814642149533755,37.88519820844164,1.5928408534765737,False,1.5928408534765737,-0.47690920431166006,False,False,-0.47618766892410824,False,7.0,A,E_A,1.0515877553114021,False,5.0
26,128,128,22,A,0,1.5928408534765737,False,0.0,1.5928408534765737,39.47803906191822,2.4613545561882404,False,2.4613545561882404,0.400380685619397,True,True,0.7835348422129638,True,7.0,B,A_B,0.9282020743125177,False,5.0
27,129,129,22,B,0,2.4613545561882404,False,0.0,2.4613545561882404,41.93939361810646,1.10789410719363,False,1.10789410719363,-0.9764036276149248,False,False,-0.057657170229156396,False,8.0,C,B_C,1.0851677445719075,False,5.0
28,130,130,22,C,0,1.1078941071936328,False,0.0,1.1078941071936328,43.04728772530009,0.1512517138810665,False,0.1512517138810665,-1.9166204360205121,False,False,-1.5996996690300012,False,8.0,F,C_F,1.0253450698885764,False,5.0
29,131,131,22,F,0,0.1512517138810699,False,0.0,0.1512517138810699,43.198539439181154,1.1760283639602065,True,1.1760283639602065,-0.8792721498219418,False,False,-0.4786281594819439,False,8.0,D,F_D,1.4835675561046475,True,5.0
30,138,138,25,D,0,0.1760283639602078,True,1.0,1.1760283639602078,44.37456780314136,1.3169371326223995,False,1.3169371326223995,-0.7241764623421405,False,False,-0.737384119004209,False,8.0,E,D_E,0.847124683591519,False,6.0
31,139,139,25,E,0,1.3169371326224026,False,0.0,1.3169371326224026,45.69150493576376,0.5901245377120432,False,0.5901245377120432,-1.4392513121539992,False,False,-0.7184817180041292,False,8.0,A,E_A,1.0515877553114021,False,6.0
32,140,140,25,A,0,0.5901245377120422,False,0.0,0.5901245377120422,46.2816294734758,0.2288590053102481,False,0.2288590053102481,-1.7856728825141497,False,False,-1.214059175479653,False,8.0,D,A_D,0.902478125896434,False,6.0
33,141,141,25,D,0,0.228859005310248,False,0.0,0.228859005310248,46.51048847878605,3.304507949495388,False,3.304507949495388,1.3007768452588895,True,True,0.6479443308002013,True,8.0,B,D_B,1.0289531194552268,False,6.0
34,142,142,25,B,0,3.3045079494953864,False,0.0,3.3045079494953864,49.81499642828144,2.907860696859885,True,2.907860696859885,0.8412775190198536,True,True,1.1655448586341626,True,9.0,B,B_B,1.9246723147232576,True,6.0
35,216,216,42,B,0,1.907860696859888,True,1.0,2.907860696859888,52.72285712514133,2.335773810020889,False,2.335773810020889,0.23324524923461887,True,True,0.5934579717951669,True,10.0,D,B_D,1.5305363896370165,True,7.0
36,217,217,42,D,0,2.335773810020886,False,0.0,2.335773810020886,55.05863093516221,0.304653274210473,False,0.304653274210473,-1.8095006869890353,False,True,0.05860268317250439,False,11.0,B,D_B,1.0289531194552268,False,8.0
37,218,218,42,B,0,0.3046532742104706,False,0.0,0.3046532742104706,55.36328420937269,1.1117750671326476,True,1.1117750671326476,-0.9900494186677902,False,False,-0.6752650508411175,False,11.0,A,B_A,1.6622395202760467,True,8.0
38,301,301,55,A,0,0.111775067132645,True,1.0,1.111775067132645,56.47505927650533,1.9078684952741227,False,1.9078684952741227,-0.18175280816514183,False,False,-0.47402158361834235,False,11.0,F,A_F,1.0032131908688748,False,9.0
39,302,302,55,F,0,1.907868495274124,False,0.0,1.907868495274124,58.38292777177946,0.7946989960658399,False,0.7946989960658399,-1.2949190769896304,False,False,-0.29089054897981437,False,11.0,F,F_F,1.2497975088439053,False,9.0
40,303,303,55,F,0,0.7946989960658389,False,0.0,0.7946989960658389,59.1776267678453,0.4519496941447514,False,0.4519496941447514,-1.6248822516816226,False,False,-0.6166969386549688,False,11.0,D,F_D,1.4835675561046475,True,9.0
41,304,304,55,D,0,0.4519496941447498,False,0.0,0.4519496941447498,59.62957646199005,0.1063945422644394,False,0.1063945422644394,-1.9588906917181652,False,False,-1.652303793182446,False,11.0,D,D_D,1.03272166864492,False,10.0
42,305,305,55,D,0,0.106394542264438,False,0.0,0.106394542264438,59.73597100425449,0.5226319928755316,False,0.5226319928755316,-1.5346760890567852,False,False,-0.9155310080384474,False,11.0,E,D_E,0.847124683591519,False,10.0
43,306,306,55,E,0,0.5226319928755346,False,0.0,0.5226319928755346,60.25860299713002,1.03630578462419,False,1.03630578462419,-1.0100884175117892,False,False,-0.732825051084663,False,11.0,A,E_A,1.0515877553114021,False,10.0
44,307,307,55,A,0,1.0363057846241872,False,0.0,1.0363057846241872,61.29490878175421,2.71866835809157,False,2.71866835809157,0.6827086798571322,True,True,0.8534078759501218,True,11.0,B,A_B,0.9282020743125177,False,10.0
45,308,308,55,B,0,2.718668358091572,False,0.0,2.718668358091572,64.01357713984578,0.7433682934787669,False,0.7433682934787669,-1.315562237242427,False,False,-0.40544417606696137,False,12.0,C,B_C,1.0851677445719075,False,10.0
46,309,309,55,C,0,0.7433682934787696,False,0.0,0.7433682934787696,64.75694543332455,0.011039926551291,False,0.011039926551291,-2.037143309220564,False,False,-1.6927169746930566,False,12.0,F,C_F,1.0253450698885764,False,10.0
47,310,310,55,F,0,0.011039926551286,False,0.0,0.011039926551286,64.76798535987584,1.4318910721009956,True,1.4318910721009956,-0.6107730041832542,False,False,-0.5857148914196866,False,12.0,D,F_D,1.4835675561046475,True,10.0
48,319,319,58,D,0,0.4318910721009946,True,1.0,1.4318910721009948,66.19987643197683,0.2930020260572803,False,0.2930020260572803,-1.7431900380994167,False,False,-1.0611337447627522,False,12.0,E,D_E,0.847124683591519,False,11.0
49,320,320,58,E,0,0.2930020260572769,False,0.0,0.2930020260572769,66.49287845803411,0.679503413179745,False,0.679503413179745,-1.3487923226171916,False,False,-0.8096032340707191,False,12.0,A,E_A,1.0515877553114021,False,11.0
50,321,321,58,A,0,0.6795034131797428,False,0.0,0.6795034131797428,67.17238187121386,2.0570335265878725,False,2.0570335265878725,0.03821612723492418,True,False,-0.7304336851758628,False,12.0,D,A_D,0.902478125896434,False,11.0
51,322,322,58,D,0,2.057033526587874,False,0.0,2.057033526587874,69.22941539780173,1.020452553771861,False,1.020452553771861,-1.002274296448527,False,False,-0.06601092810044573,False,12.0,B,D_B,1.0289531194552268,False,11.0
52,323,323,58,B,0,1.0204525537718674,False,0.0,1.0204525537718674,70.24986795157359,2.214186875079505,True,2.214186875079505,0.20017999170055534,True,True,0.8184417738433616,True,12.0,B,B_B,1.9246723147232576,True,11.0
53,341,341,63,B,0,1.2141868750795028,True,1.0,2.214186875079503,72.4640548266531,0.4992389232346141,False,0.4992389232346141,-1.5220575194515322,False,False,-0.35837335262943704,False,13.0,D,B_D,1.5305363896370165,True,12.0
54,342,342,63,D,0,0.4992389232346141,False,0.0,0.4992389232346141,72.96329374988771,0.1978730477264747,False,0.1978730477264747,-1.8151402154701208,False,False,-0.34502755812091346,False,13.0,B,D_B,1.0289531194552268,False,13.0
55,343,343,63,B,0,0.197873047726479,False,0.0,0.197873047726479,73.16116679761419,1.914756006250201,True,1.914756006250201,-0.09224029180526072,False,False,-0.25679183821404106,False,13.0,A,B_A,1.6622395202760467,True,13.0
56,396,396,72,A,0,0.9147560062501998,True,1.0,1.9147560062502,75.07592280386439,0.1535191554329316,False,0.1535191554329316,-1.854743553259686,False,False,-0.6574958067851622,False,13.0,F,A_F,1.0032131908688748,False,14.0
57,397,397,72,F,0,0.1535191554329271,False,0.0,0.1535191554329271,75.22944195929732,0.1156722588854393,False,0.1156722588854393,-1.887269521845571,False,False,-0.6241983827407056,False,13.0,F,F_F,1.2497975088439053,False,14.0
58,398,398,72,F,0,0.1156722588854455,False,0.0,0.1156722588854455,75.34511421818276,1.3066409513866262,False,1.3066409513866262,-0.6916278969033776,False,False,-0.5573717643468961,False,13.0,D,F_D,1.4835675561046475,True,14.0
59,399,399,72,D,0,1.306640951386627,False,0.0,1.306640951386627,76.65175516956938,0.1304217481838492,False,0.1304217481838492,-1.8618473431985856,False,False,-1.6329734364134207,False,13.0,D,D_D,1.03272166864492,False,15.0
60,400,400,72,D,0,0.1304217481838446,False,0.0,0.1304217481838446,76.78217691775323,2.9832700753509585,False,2.9832700753509585,0.9954587620560964,True,False,-0.09933157023236916,True,13.0,B,D_B,1.0289531194552268,False,15.0
61,401,401,72,B,0,2.9832700753509536,False,0.0,2.9832700753509536,79.76544699310419,1.5694661182645433,False,1.5694661182645433,-0.444406087775167,False,False,-0.7101773233860775,False,14.0,E,B_E,0.9242013858963225,False,15.0
62,402,402,72,E,0,1.5694661182645455,False,0.0,1.5694661182645455,81.33491311136873,0.4643121066135478,False,0.4643121066135478,-1.5460467417535,False,False,-0.9056005511601657,False,14.0,C,E_C,0.9542016898890578,False,15.0
63,403,403,72,C,0,0.4643121066135527,False,0.0,0.4643121066135527,81.79922521798228,2.026202149907931,False,2.026202149907931,0.022576779062747576,True,True,0.3471462285381204,False,14.0,A,C_A,1.0680429040823864,False,15.0
64,404,404,72,A,0,2.026202149907937,False,0.0,2.026202149907937,83.82542736789021,0.1959828537348187,False,0.1959828537348187,-1.8104494290288153,False,False,-0.7697841066302421,False,14.0,F,A_F,1.0032131908688748,False,15.0
65,405,405,72,F,0,0.1959828537348161,False,0.0,0.1959828537348161,84.02141022162503,2.323515236848621,True,2.323515236848621,0.32194667350402506,True,True,0.5792566660832179,True,14.0,B,F_B,2.0897405538147455,True,15.0
66,466,466,82,B,0,1.3235152368486258,True,1.0,2.3235152368486256,86.34492545847365,0.543992318486076,False,0.543992318486076,-1.465594478946052,False,False,-0.63628613486608,False,15.0,D,B_D,1.5305363896370165,True,16.0
67,467,467,82,D,0,0.5439923184860818,False,0.0,0.5439923184860818,86.88891777695973,1.5217180211591312,False,1.5217180211591312,-0.48124022563272373,False,False,-0.12350079325161523,False,15.0,B,D_B,1.0289531194552268,False,17.0
68,468,468,82,B,0,1.5217180211591286,False,0.0,1.5217180211591286,88.41063579811886,2.276305170819583,True,2.276305170819583,0.27688808967976364,True,False,-0.34469770583217096,True,15.0,D,B_D,1.5305363896370165,True,17.0
69,474,474,84,D,0,1.2763051708195758,True,1.0,2.276305170819576,90.68694096893844,2.3709278121187083,False,2.3709278121187083,0.36458894844116774,True,True,0.6145964510708049,True,16.0,C,D_C,0.9748074762314375,False,18.0
70,475,475,84,C,0,2.370927812118714,False,0.0,2.370927812118714,93.05786878105717,0.2948020815294967,False,0.2948020815294967,-1.7199993691104716,False,False,-0.28592078338482674,False,17.0,A,C_A,1.0680429040823864,False,18.0
71,476,476,84,A,0,0.294802081529491,False,0.0,0.294802081529491,93.35267086258663,0.1770128827026695,False,0.1770128827026695,-1.832503518556953,False,False,-0.8929997183421575,False,17.0,F,A_F,1.0032131908688748,False,18.0
72,477,477,84,F,0,0.1770128827026675,False,0.0,0.1770128827026675,93.52968374528932,3.645526102275511,True,3.645526102275511,1.640358080550517,True,True,1.21727075693884,True,17.0,B,F_B,2.0897405538147455,True,18.0
73,547,547,95,B,0,2.6455261022755168,True,1.0,3.6455261022755168,97.17520984756484,1.111703019982329,False,1.111703019982329,-0.9332594261554514,False,False,-0.4138472641145279,False,18.0,D,B_D,1.5305363896370165,True,19.0
74,548,548,95,D,0,1.1117030199823326,False,0.0,1.1117030199823326,98.28691286754716,0.3897769294772644,False,0.3897769294772644,-1.6492409679163513,False,False,-0.26867959411308107,False,18.0,B,D_B,1.0289531194552268,False,20.0
75,549,549,95,B,0,0.3897769294772631,False,0.0,0.3897769294772631,98.67668979702442,3.49552633430163,True,3.49552633430163,1.4620700146256755,True,False,-0.052869166326894756,True,18.0,D,B_D,1.5305363896370165,True,20.0
76,563,563,98,D,0,2.495526334301625,True,1.0,3.495526334301625,102.17221613132604,0.7607678884235014,False,0.7607678884235014,-1.3049127394394375,False,True,0.2376301188888752,False,19.0,A,D_A,1.1202135152728954,False,21.0
77,564,564,98,A,0,0.7607678884234946,False,0.0,0.7607678884234946,102.93298401974955,0.3963588464172431,False,0.3963588464172431,-1.6629569596558036,False,False,-0.9463994066207295,False,19.0,F,A_F,1.0032131908688748,False,21.0
78,565,565,98,F,0,0.3963588464172417,False,0.0,0.3963588464172417,103.3293428661668,0.16210970872757,False,0.16210970872757,-1.891722712039968,False,False,-1.5897577307132598,False,19.0,A,F_A,1.1660669327031683,False,21.0
79,566,566,98,A,0,0.1621097087275725,False,0.0,0.1621097087275725,103.49145257489435,0.899892335569163,False,0.899892335569163,-1.1498139171445558,False,False,-0.9312850419673823,False,19.0,F,A_F,1.0032131908688748,False,21.0
80,567,567,98,F,0,0.8998923355691574,False,0.0,0.8998923355691574,104.39134491046352,1.1955161863461683,False,1.1955161863461683,-0.8482152693169218,False,False,-1.2428451754367247,False,19.0,A,F_A,1.1660669327031683,False,21.0
81,568,568,98,A,0,1.1955161863461723,False,0.0,1.1955161863461723,105.5868610968097,1.5187054854250874,False,1.5187054854250874,-0.5198901450365794,False,False,-0.8590579104718906,False,19.0,F,A_F,1.0032131908688748,False,21.0
82,569,569,98,F,0,1.5187054854250936,False,0.0,1.5187054854250936,107.1055665822348,1.2062794693923706,True,1.2062794693923706,-0.8290784128617372,False,False,-0.550080259590028,False,19.0,D,F_D,1.4835675561046475,True,21.0
83,674,674,115,D,0,0.2062794693923766,True,1.0,1.2062794693923766,108.31184605162716,0.56667122030467,False,0.56667122030467,-1.4637669792848063,False,False,-1.0702497488014502,False,19.0,E,D_E,0.847124683591519,False,22.0
84,675,675,115,E,0,0.566671220304671,False,0.0,0.566671220304671,108.87851727193184,0.0332884049987711,False,0.0332884049987711,-1.9917240651863004,False,False,-0.9474967076608665,False,19.0,A,E_A,1.0515877553114021,False,22.0
85,676,676,115,A,0,0.0332884049987769,False,0.0,0.0332884049987769,108.9118056769306,0.9645817363248596,False,0.9645817363248596,-1.0577234320553561,False,False,-0.7327060435588493,False,19.0,D,A_D,0.902478125896434,False,22.0
86,677,677,115,D,0,0.9645817363248588,False,0.0,0.9645817363248588,109.87638741325546,0.1385733801786273,False,0.1385733801786273,-1.8783605838883366,False,False,-0.37219922130996896,False,19.0,B,D_B,1.0289531194552268,False,22.0
87,678,678,115,B,0,0.138573380178627,False,0.0,0.138573380178627,110.01496079343408,1.1209734272839142,True,1.1209734272839142,-0.8927250641010827,False,False,-0.10398986916453112,False,19.0,D,B_D,1.5305363896370165,True,22.0
88,679,679,116,D,0,0.1209734272839122,True,1.0,1.1209734272839122,111.135934220718,1.0822948450205985,False,1.0822948450205985,-0.9265369473165985,False,False,-0.9874347340210389,False,19.0,E,D_E,0.847124683591519,False,23.0
89,680,680,116,E,0,1.0822948450206047,False,0.0,1.0822948450206047,112.2182290657386,1.1163431403858368,False,1.1163431403858368,-0.8875896295694297,False,False,-0.8866128428804962,False,19.0,A,E_A,1.0515877553114021,False,23.0
90,681,681,116,A,0,1.1163431403858304,False,0.0,1.1163431403858304,113.33457220612443,0.4208236823207159,False,0.4208236823207159,-1.5783803448519942,False,False,-0.8348680712203875,False,19.0,D,A_D,0.902478125896434,False,23.0
91,682,682,116,D,0,0.420823682320709,False,0.0,0.420823682320709,113.75539588844516,0.2668566641480794,False,0.2668566641480794,-1.7279598629662545,False,False,-0.4571482691539006,False,19.0,B,D_B,1.0289531194552268,False,23.0
92,683,683,116,B,0,0.2668566641480764,False,0.0,0.2668566641480764,114.02225255259324,3.9290249051018407,True,3.9290249051018407,1.9378135381557255,True,True,0.19887767611986362,True,19.0,D,B_D,1.5305363896370165,True,23.0
93,843,843,142,D,0,2.9290249051018407,True,1.0,3.9290249051018407,117.95127745769508,1.1370524330877745,False,1.1370524330877745,-0.8937382587178722,False,False,-0.920764153827211,False,20.0,E,D_E,0.847124683591519,False,24.0
94,844,844,142,E,0,1.1370524330877712,False,0.0,1.1370524330877712,119.08832989078284,0.1451962150054271,False,0.1451962150054271,-1.8810141309271438,False,False,-0.9632694195388951,False,20.0,A,E_A,1.0515877553114021,False,24.0
95,845,845,142,A,0,0.1451962150054341,False,0.0,0.1451962150054341,119.23352610578829,0.128584311243955,False,0.128584311243955,-1.8946349839665872,False,False,-0.9513967358206779,False,20.0,D,A_D,0.902478125896434,False,24.0
96,846,846,142,D,0,0.1285843112439526,False,0.0,0.1285843112439526,119.36211041703224,1.4063634131652094,False,1.4063634131652094,-0.614071312670994,False,False,-0.4352866055301192,False,20.0,B,D_B,1.0289531194552268,False,24.0
97,847,847,142,B,0,1.4063634131652074,False,0.0,1.4063634131652074,120.76847383019744,1.580164469906535,True,1.580164469906535,-0.43690255900282615,False,True,0.5283028942763046,False,20.0,B,B_B,1.9246723147232576,True,24.0
98,863,863,145,B,0,0.5801644699065406,True,1.0,1.5801644699065407,122.34863830010396,0.9534184700838608,False,0.9534184700838608,-1.0613592275805397,False,True,0.09001418699475816,False,20.0,D,B_D,1.5305363896370165,True,25.0
99,864,864,145,D,0,0.953418470083864,False,0.0,0.953418470083864,123.30205677018785,0.3554267842879568,False,0.3554267842879568,-1.6546930640441557,False,False,-0.518624898679616,False,20.0,B,D_B,1.0289531194552268,False,26.0
100,865,865,145,B,0,0.3554267842879595,False,0.0,0.3554267842879595,123.6574835544758,2.374032935584296,True,2.374032935584296,0.3676507727426075,True,True,0.5509975807456204,True,20.0,B,B_B,1.9246723147232576,True,26.0
101,869,869,147,B,0,1.374032935584298,True,1.0,2.3740329355842977,126.03151649006008,1.4493969099417825,False,1.4493969099417825,-0.5626359078222012,False,True,0.04192585139472205,False,21.0,D,B_D,1.5305363896370165,True,27.0
102,870,870,147,D,0,1.4493969099417845,False,0.0,1.4493969099417845,127.48091340000188,0.8784701879613408,False,0.8784701879613408,-1.1306543139310348,False,False,-0.5532412201603569,False,21.0,B,D_B,1.0289531194552268,False,28.0
103,871,871,147,B,0,0.8784701879613425,False,0.0,0.8784701879613425,128.3593835879632,1.7834193382832666,True,1.7834193382832666,-0.2211836033323138,False,False,-0.1261259819884255,False,21.0,A,B_A,1.6622395202760467,True,28.0
104,901,901,153,A,0,0.7834193382832634,True,1.0,1.7834193382832637,130.14280292624647,1.3089772162165332,False,1.3089772162165332,-0.6950478963798323,False,False,-0.7996742886077568,False,21.0,F,A_F,1.0032131908688748,False,29.0
105,902,902,153,F,0,1.3089772162165252,False,0.0,1.3089772162165252,131.451780142463,0.5514451751252238,False,0.5514451751252238,-1.4491635920043997,False,False,-0.7054274341335676,False,21.0,F,F_F,1.2497975088439053,False,29.0
106,903,903,153,F,0,0.5514451751252311,False,0.0,0.5514451751252311,132.00322531758823,2.3305629188635635,False,2.3305629188635635,0.3340711021916778,True,False,-0.4202105754309948,True,21.0,D,F_D,1.4835675561046475,True,29.0
107,904,904,153,D,0,2.330562918863556,False,0.0,2.330562918863556,134.3337882364518,0.5817450326409812,False,0.5817450326409812,-1.4197945442321496,False,False,-1.4480708021010131,False,22.0,D,D_D,1.03272166864492,False,30.0
108,905,905,153,D,0,0.5817450326409798,False,0.0,0.5817450326409798,134.91553326909278,0.3359145263015364,False,0.3359145263015364,-1.6615144605140753,False,False,-0.5960993427234533,False,22.0,B,D_B,1.0289531194552268,False,30.0
109,906,906,153,B,0,0.3359145263015479,False,0.0,0.3359145263015479,135.2514477953943,0.331530152377411,False,0.331530152377411,-1.6625387946813985,False,False,-0.9116607508974995,False,22.0,E,B_E,0.9242013858963225,False,30.0
110,907,907,153,E,0,0.3315301523774172,False,0.0,0.3315301523774172,135.58297794777172,0.2588064004400507,False,0.2588064004400507,-1.7319846104079897,False,False,-1.0141696431367684,False,22.0,A,E_A,1.0515877553114021,False,30.0
111,908,908,153,A,0,0.2588064004400419,False,0.0,0.2588064004400419,135.84178434821175,0.8601808051040223,False,0.8601808051040223,-1.1277005825523898,False,False,-0.8487352541341051,False,22.0,C,A_C,1.2838322655989685,False,30.0
112,909,909,153,C,0,0.8601808051040314,False,0.0,0.8601808051040314,136.7019651533158,0.9315414744209818,False,0.9315414744209818,-1.0522330864994056,False,False,-1.340811286163579,False,22.0,F,C_F,1.0253450698885764,False,30.0
113,910,910,153,F,0,0.9315414744209904,False,0.0,0.9315414744209904,137.63350662773678,1.5516980633524329,True,1.5516980633524329,-0.42805913613300617,False,False,-0.37963105597820856,False,22.0,D,F_D,1.4835675561046475,True,30.0
114,1089,1089,181,D,0,0.5516980633524199,True,1.0,1.5516980633524198,139.1852046910892,0.730059568027599,False,0.730059568027599,-1.2477933618772,False,False,-0.12284456360293738,False,22.0,A,D_A,1.1202135152728954,False,31.0
115,1090,1090,181,A,0,0.730059568027591,False,0.0,0.730059568027591,139.9152642591168,0.8126067738022869,False,0.8126067738022869,-1.161295465422449,False,False,-0.7807751400087077,False,22.0,F,A_F,1.0032131908688748,False,31.0
116,1091,1091,181,F,0,0.8126067738022914,False,0.0,0.8126067738022914,140.7278710329191,0.839454872001312,False,0.839454872001312,-1.1305110700734857,False,False,-1.1013562718378314,False,22.0,A,F_A,1.1660669327031683,False,31.0
117,1092,1092,181,A,0,0.8394548720013187,False,0.0,0.8394548720013187,141.5673259049204,0.0243182807887478,False,0.0243182807887478,-1.9417565293493892,False,False,-0.8384680306544684,False,22.0,F,A_F,1.0032131908688748,False,31.0
118,1093,1093,181,F,0,0.0243182807887533,False,0.0,0.0243182807887533,141.59164418570916,1.69348344778291,False,1.69348344778291,-0.2712234958692523,False,False,-0.8757730321613167,False,22.0,A,F_A,1.1660669327031683,False,31.0
119,1094,1094,181,A,0,1.693483447782919,False,0.0,1.693483447782919,143.28512763349207,0.447789869928954,False,0.447789869928954,-1.5160374689783698,False,False,-0.8592431148261116,False,22.0,F,A_F,1.0032131908688748,False,31.0
